200,30,7,10,H
133,21,j
134,21,j
135,21,j
136,21,j
137,21,j
138,21,j
139,21,j
140,21,j
141,21,j
142,21,j
143,21,j
144,21,j
145,21,j
146,21,j
147,21,j
128,22,v
129,22,j
130,22,j
131,22,j
132,22,j
133,22,j
134,22,j
135,22,j
136,22,j
137,22,j
138,22,j
139,22,j
140,22,j
141,22,j
142,22,j
143,22,j
144,22,j
145,22,j
146,22,j
147,22,j
139,20,j
140,20,j
141,20,j
142,20,j
143,20,j
144,20,j
145,20,j
146,20,j
147,20,j
140,19,j
141,19,j
142,19,j
143,19,j
144,19,j
145,19,j
146,19,j
147,19,j
141,18,j
142,18,j
143,18,j
144,18,j
145,18,j
146,18,j
147,18,j
142,17,j
143,17,j
144,17,j
145,17,j
146,17,j
147,17,j
143,16,j
144,16,j
145,16,j
146,16,j
147,16,j
144,15,j
145,15,j
146,15,j
147,15,j
145,14,j
146,14,j
147,14,j
128,20,i
129,20,g
130,20,g
131,20,g
132,20,g
133,20,g
134,20,g
135,20,g
136,20,g
137,20,g
138,20,g
139,19,i
140,18,i
141,17,i
142,16,i
143,15,i
144,14,i
145,13,i
146,13,g
147,13,k
156,20,i
157,20,g
158,20,g
159,20,g
160,20,g
161,20,g
162,20,g
163,20,g
164,20,g
165,20,g
166,20,k
156,21,v
157,21,j
158,21,j
159,21,j
160,21,j
161,21,j
162,21,j
163,21,j
164,21,j
165,21,j
166,21,j
156,22,v
157,22,j
158,22,j
159,22,j
160,22,j
161,22,j
162,22,j
163,22,j
164,22,j
165,22,j
166,22,j
56,15,a
57,15,r
56,16,c
57,16,d
61,15,a
62,15,r
61,16,c
62,16,d
96,18,a
97,18,r
96,19,c
97,19,d
101,17,a
102,17,r
101,18,c
102,18,d
101,19,c
102,19,d
106,16,a
107,16,r
106,17,c
107,17,d
106,18,c
107,18,d
106,19,c
107,19,d
111,15,a
112,15,r
111,16,c
112,16,d
111,17,c
112,17,d
111,18,c
112,18,d
111,19,c
112,19,d
37,18,w
37,19,w
37,20,w
37,21,w
43,18,w
43,19,w
49,18,w
49,19,w
79,21,w
67,19,j
69,21,j
112,21,w
112,22,w
147,14,w
147,15,w
147,16,w
147,17,w
147,18,w
147,19,w
147,20,w
147,21,w
147,22,w
166,21,w
166,22,w
32,19,j
33,18,j
32,19,o
33,18,o
67,18,p
68,19,p
69,20,p
139,20,o
140,19,o
141,18,o
142,17,o
143,16,o
144,15,o
145,14,o
22,14,z
23,14,z
24,14,z
16,18,z
20,18,z
24,18,z
28,18,z
35,16,z
42,14,z
48,14,z
59,12,z
71,14,z
72,14,z
99,15,z
104,14,z
109,13,z
116,10,z
119,10,z
122,10,z
125,10,z
151,12,z
153,13,z
155,15,z
149,11,z
156,17,z
160,15,u
56,13,q
61,13,q
101,15,q
111,13,q
18,18,y
22,18,y
26,18,y
42,16,y
48,16,y
59,16,y
99,19,y
104,19,y
109,19,y
132,19,y
134,19,y
122,14,f
105,19,f
83,17,f
